MSOA,Attribute code,Attribute,Value,%
E02001983,44,No of venues visited_6 (AFD-All),9,
E02001984,44,No of venues visited_6 (AFD-All),12,
E02001985,44,No of venues visited_6 (AFD-All),0,
E02001986,44,No of venues visited_6 (AFD-All),5,
E02001987,44,No of venues visited_6 (AFD-All),10,
E02001988,44,No of venues visited_6 (AFD-All),5,
E02001989,44,No of venues visited_6 (AFD-All),6,
E02001990,44,No of venues visited_6 (AFD-All),6,
E02001991,44,No of venues visited_6 (AFD-All),40,
E02001992,44,No of venues visited_6 (AFD-All),3,
E02001993,44,No of venues visited_6 (AFD-All),7,
E02001994,44,No of venues visited_6 (AFD-All),9,
E02001995,44,No of venues visited_6 (AFD-All),4,
E02001996,44,No of venues visited_6 (AFD-All),0,
E02001997,44,No of venues visited_6 (AFD-All),21,
E02001998,44,No of venues visited_6 (AFD-All),8,
E02001999,44,No of venues visited_6 (AFD-All),10,
E02006805,44,No of venues visited_6 (AFD-All),2,
E02001958,45,No of venues visited_7 (AFD-All),1,
E02001959,45,No of venues visited_7 (AFD-All),2,
E02001961,45,No of venues visited_7 (AFD-All),1,
E02001962,45,No of venues visited_7 (AFD-All),0,
E02001963,45,No of venues visited_7 (AFD-All),1,
E02001964,45,No of venues visited_7 (AFD-All),1,
E02001965,45,No of venues visited_7 (AFD-All),2,
E02001966,45,No of venues visited_7 (AFD-All),0,
E02001967,45,No of venues visited_7 (AFD-All),3,
E02001968,45,No of venues visited_7 (AFD-All),3,
E02001969,45,No of venues visited_7 (AFD-All),1,
E02001970,45,No of venues visited_7 (AFD-All),0,
E02001971,45,No of venues visited_7 (AFD-All),3,
E02001972,45,No of venues visited_7 (AFD-All),0,
E02001973,45,No of venues visited_7 (AFD-All),2,
E02001974,45,No of venues visited_7 (AFD-All),4,
E02001975,45,No of venues visited_7 (AFD-All),3,
E02001976,45,No of venues visited_7 (AFD-All),1,
E02001977,45,No of venues visited_7 (AFD-All),2,
E02001978,45,No of venues visited_7 (AFD-All),5,
E02001979,45,No of venues visited_7 (AFD-All),2,
E02001980,45,No of venues visited_7 (AFD-All),3,
E02001981,45,No of venues visited_7 (AFD-All),0,
E02001982,45,No of venues visited_7 (AFD-All),5,
E02001983,45,No of venues visited_7 (AFD-All),2,
E02001984,45,No of venues visited_7 (AFD-All),10,
E02001985,45,No of venues visited_7 (AFD-All),1,
E02001986,45,No of venues visited_7 (AFD-All),2,
E02001987,45,No of venues visited_7 (AFD-All),6,
E02001988,45,No of venues visited_7 (AFD-All),5,
E02001989,45,No of venues visited_7 (AFD-All),3,
E02001990,45,No of venues visited_7 (AFD-All),3,
E02001991,45,No of venues visited_7 (AFD-All),30,
E02001992,45,No of venues visited_7 (AFD-All),1,
E02001993,45,No of venues visited_7 (AFD-All),6,
E02001994,45,No of venues visited_7 (AFD-All),2,
E02001995,45,No of venues visited_7 (AFD-All),2,
E02001996,45,No of venues visited_7 (AFD-All),1,
E02001997,45,No of venues visited_7 (AFD-All),3,
E02001998,45,No of venues visited_7 (AFD-All),7,
E02001999,45,No of venues visited_7 (AFD-All),4,
E02006805,45,No of venues visited_7 (AFD-All),1,
E02001958,46,No of venues visited_8 (AFD-All),0,
E02001959,46,No of venues visited_8 (AFD-All),1,
E02001961,46,No of venues visited_8 (AFD-All),1,
E02001962,46,No of venues visited_8 (AFD-All),0,
E02001963,46,No of venues visited_8 (AFD-All),2,
E02001964,46,No of venues visited_8 (AFD-All),0,
E02001965,46,No of venues visited_8 (AFD-All),2,
E02001966,46,No of venues visited_8 (AFD-All),1,
E02001967,46,No of venues visited_8 (AFD-All),4,
E02001968,46,No of venues visited_8 (AFD-All),0,
E02001969,46,No of venues visited_8 (AFD-All),1,
E02001970,46,No of venues visited_8 (AFD-All),0,
E02001971,46,No of venues visited_8 (AFD-All),0,
E02001972,46,No of venues visited_8 (AFD-All),0,
E02001973,46,No of venues visited_8 (AFD-All),0,
E02001974,46,No of venues visited_8 (AFD-All),7,
E02001975,46,No of venues visited_8 (AFD-All),1,
E02001976,46,No of venues visited_8 (AFD-All),1,
E02001977,46,No of venues visited_8 (AFD-All),0,
E02001978,46,No of venues visited_8 (AFD-All),1,
E02001979,46,No of venues visited_8 (AFD-All),0,
E02001980,46,No of venues visited_8 (AFD-All),0,
E02001981,46,No of venues visited_8 (AFD-All),0,
E02001982,46,No of venues visited_8 (AFD-All),2,
E02001983,46,No of venues visited_8 (AFD-All),6,
E02001984,46,No of venues visited_8 (AFD-All),1,
E02001985,46,No of venues visited_8 (AFD-All),0,
E02001986,46,No of venues visited_8 (AFD-All),1,
E02001987,46,No of venues visited_8 (AFD-All),2,
E02001988,46,No of venues visited_8 (AFD-All),4,
E02001989,46,No of venues visited_8 (AFD-All),2,
E02001990,46,No of venues visited_8 (AFD-All),0,
E02001991,46,No of venues visited_8 (AFD-All),7,
E02001992,46,No of venues visited_8 (AFD-All),2,
E02001993,46,No of venues visited_8 (AFD-All),0,
E02001994,46,No of venues visited_8 (AFD-All),1,
E02001995,46,No of venues visited_8 (AFD-All),1,
E02001996,46,No of venues visited_8 (AFD-All),0,
E02001997,46,No of venues visited_8 (AFD-All),7,
E02001998,46,No of venues visited_8 (AFD-All),3,
E02001999,46,No of venues visited_8 (AFD-All),4,
E02006805,46,No of venues visited_8 (AFD-All),0,
E02001958,47,No of venues visited_9 (AFD-All),1,
E02001959,47,No of venues visited_9 (AFD-All),0,
E02001961,47,No of venues visited_9 (AFD-All),0,
E02001962,47,No of venues visited_9 (AFD-All),0,
E02001963,47,No of venues visited_9 (AFD-All),0,
E02001964,47,No of venues visited_9 (AFD-All),0,
E02001965,47,No of venues visited_9 (AFD-All),0,
E02001966,47,No of venues visited_9 (AFD-All),0,
E02001967,47,No of venues visited_9 (AFD-All),5,
E02001968,47,No of venues visited_9 (AFD-All),0,
E02001969,47,No of venues visited_9 (AFD-All),0,
E02001970,47,No of venues visited_9 (AFD-All),1,
E02001971,47,No of venues visited_9 (AFD-All),0,
E02001972,47,No of venues visited_9 (AFD-All),0,
E02001973,47,No of venues visited_9 (AFD-All),0,
E02001974,47,No of venues visited_9 (AFD-All),2,
E02001975,47,No of venues visited_9 (AFD-All),0,
E02001976,47,No of venues visited_9 (AFD-All),0,
E02001977,47,No of venues visited_9 (AFD-All),0,
E02001978,47,No of venues visited_9 (AFD-All),1,
E02001979,47,No of venues visited_9 (AFD-All),2,
E02001980,47,No of venues visited_9 (AFD-All),1,
E02001981,47,No of venues visited_9 (AFD-All),1,
E02001982,47,No of venues visited_9 (AFD-All),1,
E02001983,47,No of venues visited_9 (AFD-All),0,
E02001984,47,No of venues visited_9 (AFD-All),3,
E02001985,47,No of venues visited_9 (AFD-All),0,
E02001986,47,No of venues visited_9 (AFD-All),0,
E02001987,47,No of venues visited_9 (AFD-All),3,
E02001988,47,No of venues visited_9 (AFD-All),1,
E02001989,47,No of venues visited_9 (AFD-All),0,
E02001990,47,No of venues visited_9 (AFD-All),1,
E02001991,47,No of venues visited_9 (AFD-All),8,
E02001992,47,No of venues visited_9 (AFD-All),1,
E02001993,47,No of venues visited_9 (AFD-All),0,
E02001994,47,No of venues visited_9 (AFD-All),1,
E02001995,47,No of venues visited_9 (AFD-All),1,
E02001996,47,No of venues visited_9 (AFD-All),0,
E02001997,47,No of venues visited_9 (AFD-All),2,
E02001998,47,No of venues visited_9 (AFD-All),1,
E02001999,47,No of venues visited_9 (AFD-All),4,
E02006805,47,No of venues visited_9 (AFD-All),0,
E02001958,48,No of venues visited_More than 10 (AFD-All),0,
E02001959,48,No of venues visited_More than 10 (AFD-All),0,
E02001961,48,No of venues visited_More than 10 (AFD-All),1,
E02001962,48,No of venues visited_More than 10 (AFD-All),0,
E02001963,48,No of venues visited_More than 10 (AFD-All),1,
E02001964,48,No of venues visited_More than 10 (AFD-All),0,
E02001965,48,No of venues visited_More than 10 (AFD-All),0,
E02001966,48,No of venues visited_More than 10 (AFD-All),0,
E02001967,48,No of venues visited_More than 10 (AFD-All),2,
E02001968,48,No of venues visited_More than 10 (AFD-All),0,
E02001969,48,No of venues visited_More than 10 (AFD-All),1,
E02001970,48,No of venues visited_More than 10 (AFD-All),0,
E02001971,48,No of venues visited_More than 10 (AFD-All),4,
E02001972,48,No of venues visited_More than 10 (AFD-All),0,
E02001973,48,No of venues visited_More than 10 (AFD-All),2,
E02001974,48,No of venues visited_More than 10 (AFD-All),2,
E02001975,48,No of venues visited_More than 10 (AFD-All),1,
E02001976,48,No of venues visited_More than 10 (AFD-All),0,
E02001977,48,No of venues visited_More than 10 (AFD-All),0,
E02001978,48,No of venues visited_More than 10 (AFD-All),0,
E02001979,48,No of venues visited_More than 10 (AFD-All),0,
E02001980,48,No of venues visited_More than 10 (AFD-All),1,
E02001981,48,No of venues visited_More than 10 (AFD-All),0,
E02001982,48,No of venues visited_More than 10 (AFD-All),0,
E02001983,48,No of venues visited_More than 10 (AFD-All),0,
E02001984,48,No of venues visited_More than 10 (AFD-All),1,
E02001985,48,No of venues visited_More than 10 (AFD-All),0,
E02001986,48,No of venues visited_More than 10 (AFD-All),1,
E02001987,48,No of venues visited_More than 10 (AFD-All),7,
E02001988,48,No of venues visited_More than 10 (AFD-All),2,
E02001989,48,No of venues visited_More than 10 (AFD-All),0,
E02001990,48,No of venues visited_More than 10 (AFD-All),2,
E02001991,48,No of venues visited_More than 10 (AFD-All),9,
E02001992,48,No of venues visited_More than 10 (AFD-All),1,
E02001993,48,No of venues visited_More than 10 (AFD-All),4,
E02001994,48,No of venues visited_More than 10 (AFD-All),2,
E02001995,48,No of venues visited_More than 10 (AFD-All),2,
E02001996,48,No of venues visited_More than 10 (AFD-All),0,
E02001997,48,No of venues visited_More than 10 (AFD-All),2,
E02001998,48,No of venues visited_More than 10 (AFD-All),3,
E02001999,48,No of venues visited_More than 10 (AFD-All),3,
E02006805,48,No of venues visited_More than 10 (AFD-All),1,
E02001958,49,Number of performances (AFD Bookers at Cov Venues),"1,099",
E02001959,49,Number of performances (AFD Bookers at Cov Venues),"1,048",
E02001961,49,Number of performances (AFD Bookers at Cov Venues),821,
E02001962,49,Number of performances (AFD Bookers at Cov Venues),688,
E02001963,49,Number of performances (AFD Bookers at Cov Venues),"1,071",
E02001964,49,Number of performances (AFD Bookers at Cov Venues),750,
E02001965,49,Number of performances (AFD Bookers at Cov Venues),"1,120",
E02001966,49,Number of performances (AFD Bookers at Cov Venues),331,
E02001967,49,Number of performances (AFD Bookers at Cov Venues),"1,870",
E02001968,49,Number of performances (AFD Bookers at Cov Venues),932,
E02001969,49,Number of performances (AFD Bookers at Cov Venues),"1,061",
E02001970,49,Number of performances (AFD Bookers at Cov Venues),857,
E02001971,49,Number of performances (AFD Bookers at Cov Venues),"1,382",
E02001972,49,Number of performances (AFD Bookers at Cov Venues),682,
E02001973,49,Number of performances (AFD Bookers at Cov Venues),959,
E02001974,49,Number of performances (AFD Bookers at Cov Venues),"1,971",
E02001975,49,Number of performances (AFD Bookers at Cov Venues),"1,177",
E02001976,49,Number of performances (AFD Bookers at Cov Venues),"1,180",
E02001977,49,Number of performances (AFD Bookers at Cov Venues),"1,188",
E02001978,49,Number of performances (AFD Bookers at Cov Venues),"1,079",
E02001979,49,Number of performances (AFD Bookers at Cov Venues),"1,616",
E02001980,49,Number of performances (AFD Bookers at Cov Venues),"1,811",
E02001981,49,Number of performances (AFD Bookers at Cov Venues),542,
E02001982,49,Number of performances (AFD Bookers at Cov Venues),"1,708",
E02001983,49,Number of performances (AFD Bookers at Cov Venues),"2,142",
E02001984,49,Number of performances (AFD Bookers at Cov Venues),"1,800",
E02001985,49,Number of performances (AFD Bookers at Cov Venues),683,
E02001986,49,Number of performances (AFD Bookers at Cov Venues),"1,389",
E02001987,49,Number of performances (AFD Bookers at Cov Venues),"2,116",
E02001988,49,Number of performances (AFD Bookers at Cov Venues),"1,617",
E02001989,49,Number of performances (AFD Bookers at Cov Venues),"1,516",
E02001990,49,Number of performances (AFD Bookers at Cov Venues),"1,507",
E02001991,49,Number of performances (AFD Bookers at Cov Venues),"3,384",
E02001992,49,Number of performances (AFD Bookers at Cov Venues),"1,038",
E02001993,49,Number of performances (AFD Bookers at Cov Venues),"2,298",
E02001994,49,Number of performances (AFD Bookers at Cov Venues),"1,887",
E02001995,49,Number of performances (AFD Bookers at Cov Venues),"1,324",
E02001996,49,Number of performances (AFD Bookers at Cov Venues),722,
E02001997,49,Number of performances (AFD Bookers at Cov Venues),"2,136",
E02001998,49,Number of performances (AFD Bookers at Cov Venues),"1,945",
E02001999,49,Number of performances (AFD Bookers at Cov Venues),"2,529",
E02006805,49,Number of performances (AFD Bookers at Cov Venues),984,
E02001958,50,Number of performances (AFD),2138,
E02001959,50,Number of performances (AFD),1851,
E02001961,50,Number of performances (AFD),1393,
E02001962,50,Number of performances (AFD),1060,
E02001963,50,Number of performances (AFD),2105,
E02001964,50,Number of performances (AFD),1214,
E02001965,50,Number of performances (AFD),2237,
E02001966,50,Number of performances (AFD),542,
E02001967,50,Number of performances (AFD),3689,
E02001968,50,Number of performances (AFD),1543,
E02001969,50,Number of performances (AFD),1548,
E02001970,50,Number of performances (AFD),1448,
E02001971,50,Number of performances (AFD),2597,
E02001972,50,Number of performances (AFD),921,
E02001973,50,Number of performances (AFD),1554,
E02001974,50,Number of performances (AFD),3740,
E02001975,50,Number of performances (AFD),2152,
E02001976,50,Number of performances (AFD),2080,
E02001977,50,Number of performances (AFD),2043,
E02001978,50,Number of performances (AFD),1995,
E02001979,50,Number of performances (AFD),2724,
E02001980,50,Number of performances (AFD),3483,
E02001981,50,Number of performances (AFD),905,
E02001982,50,Number of performances (AFD),3391,
E02001983,50,Number of performances (AFD),3953,
E02001984,50,Number of performances (AFD),3489,
E02001985,50,Number of performances (AFD),1123,
E02001986,50,Number of performances (AFD),2532,
E02001987,50,Number of performances (AFD),4369,
E02001988,50,Number of performances (AFD),3085,
E02001989,50,Number of performances (AFD),2592,
E02001990,50,Number of performances (AFD),3234,
E02001991,50,Number of performances (AFD),7641,
E02001992,50,Number of performances (AFD),1940,
E02001993,50,Number of performances (AFD),4066,
E02001994,50,Number of performances (AFD),3579,
E02001995,50,Number of performances (AFD),2556,
E02001996,50,Number of performances (AFD),1076,
E02001997,50,Number of performances (AFD),4725,
E02001998,50,Number of performances (AFD),3586,
E02001999,50,Number of performances (AFD),4571,
E02006805,50,Number of performances (AFD),1603,
E02001958,51,Other Artforms (AFD Bookers at Cov Venues),4,
E02001959,51,Other Artforms (AFD Bookers at Cov Venues),3,
E02001961,51,Other Artforms (AFD Bookers at Cov Venues),2,
E02001962,51,Other Artforms (AFD Bookers at Cov Venues),3,
E02001963,51,Other Artforms (AFD Bookers at Cov Venues),2,
E02001964,51,Other Artforms (AFD Bookers at Cov Venues),3,
E02001965,51,Other Artforms (AFD Bookers at Cov Venues),7,
E02001966,51,Other Artforms (AFD Bookers at Cov Venues),1,
E02001967,51,Other Artforms (AFD Bookers at Cov Venues),15,
E02001968,51,Other Artforms (AFD Bookers at Cov Venues),5,
E02001969,51,Other Artforms (AFD Bookers at Cov Venues),11,
E02001970,51,Other Artforms (AFD Bookers at Cov Venues),5,
E02001971,51,Other Artforms (AFD Bookers at Cov Venues),8,
E02001972,51,Other Artforms (AFD Bookers at Cov Venues),9,
E02001973,51,Other Artforms (AFD Bookers at Cov Venues),4,
E02001974,51,Other Artforms (AFD Bookers at Cov Venues),22,
E02001975,51,Other Artforms (AFD Bookers at Cov Venues),6,
E02001976,51,Other Artforms (AFD Bookers at Cov Venues),10,
E02001977,51,Other Artforms (AFD Bookers at Cov Venues),7,
E02001978,51,Other Artforms (AFD Bookers at Cov Venues),6,
E02001979,51,Other Artforms (AFD Bookers at Cov Venues),16,
E02001980,51,Other Artforms (AFD Bookers at Cov Venues),11,
E02001981,51,Other Artforms (AFD Bookers at Cov Venues),4,
E02001982,51,Other Artforms (AFD Bookers at Cov Venues),13,
E02001983,51,Other Artforms (AFD Bookers at Cov Venues),31,
E02001984,51,Other Artforms (AFD Bookers at Cov Venues),16,
E02001985,51,Other Artforms (AFD Bookers at Cov Venues),5,
E02001986,51,Other Artforms (AFD Bookers at Cov Venues),7,
E02001987,51,Other Artforms (AFD Bookers at Cov Venues),26,
E02001988,51,Other Artforms (AFD Bookers at Cov Venues),13,
E02001989,51,Other Artforms (AFD Bookers at Cov Venues),11,
E02001990,51,Other Artforms (AFD Bookers at Cov Venues),8,
E02001991,51,Other Artforms (AFD Bookers at Cov Venues),52,
E02001992,51,Other Artforms (AFD Bookers at Cov Venues),7,
E02001993,51,Other Artforms (AFD Bookers at Cov Venues),23,
E02001994,51,Other Artforms (AFD Bookers at Cov Venues),23,
E02001995,51,Other Artforms (AFD Bookers at Cov Venues),12,
E02001996,51,Other Artforms (AFD Bookers at Cov Venues),3,
E02001997,51,Other Artforms (AFD Bookers at Cov Venues),30,
E02001998,51,Other Artforms (AFD Bookers at Cov Venues),31,
E02001999,51,Other Artforms (AFD Bookers at Cov Venues),28,
E02006805,51,Other Artforms (AFD Bookers at Cov Venues),5,
E02001958,52,Other Artforms (AFD-All Bookers),6,
E02001959,52,Other Artforms (AFD-All Bookers),7,
E02001961,52,Other Artforms (AFD-All Bookers),4,
E02001962,52,Other Artforms (AFD-All Bookers),5,
E02001963,52,Other Artforms (AFD-All Bookers),10,
E02001964,52,Other Artforms (AFD-All Bookers),4,
E02001965,52,Other Artforms (AFD-All Bookers),13,
E02001966,52,Other Artforms (AFD-All Bookers),2,
E02001967,52,Other Artforms (AFD-All Bookers),32,
E02001968,52,Other Artforms (AFD-All Bookers),8,
E02001969,52,Other Artforms (AFD-All Bookers),16,
E02001970,52,Other Artforms (AFD-All Bookers),9,
E02001971,52,Other Artforms (AFD-All Bookers),17,
E02001972,52,Other Artforms (AFD-All Bookers),11,
E02001973,52,Other Artforms (AFD-All Bookers),6,
E02001974,52,Other Artforms (AFD-All Bookers),37,
E02001975,52,Other Artforms (AFD-All Bookers),11,
E02001976,52,Other Artforms (AFD-All Bookers),17,
E02001977,52,Other Artforms (AFD-All Bookers),16,
E02001978,52,Other Artforms (AFD-All Bookers),18,
E02001979,52,Other Artforms (AFD-All Bookers),22,
E02001980,52,Other Artforms (AFD-All Bookers),20,
E02001981,52,Other Artforms (AFD-All Bookers),7,
E02001982,52,Other Artforms (AFD-All Bookers),30,
E02001983,52,Other Artforms (AFD-All Bookers),41,
E02001984,52,Other Artforms (AFD-All Bookers),27,
E02001985,52,Other Artforms (AFD-All Bookers),11,
E02001986,52,Other Artforms (AFD-All Bookers),13,
E02001987,52,Other Artforms (AFD-All Bookers),42,
E02001988,52,Other Artforms (AFD-All Bookers),25,
E02001989,52,Other Artforms (AFD-All Bookers),18,
E02001990,52,Other Artforms (AFD-All Bookers),18,
E02001991,52,Other Artforms (AFD-All Bookers),90,
E02001992,52,Other Artforms (AFD-All Bookers),14,
E02001993,52,Other Artforms (AFD-All Bookers),27,
E02001994,52,Other Artforms (AFD-All Bookers),33,
E02001995,52,Other Artforms (AFD-All Bookers),21,
E02001996,52,Other Artforms (AFD-All Bookers),5,
E02001997,52,Other Artforms (AFD-All Bookers),45,
E02001998,52,Other Artforms (AFD-All Bookers),40,
E02001999,52,Other Artforms (AFD-All Bookers),47,
E02006805,52,Other Artforms (AFD-All Bookers),7,
E02001958,53,Outdoor Arts (AFD Bookers at Cov Venues),3,
E02001959,53,Outdoor Arts (AFD Bookers at Cov Venues),1,
E02001961,53,Outdoor Arts (AFD Bookers at Cov Venues),1,
E02001962,53,Outdoor Arts (AFD Bookers at Cov Venues),0,
E02001963,53,Outdoor Arts (AFD Bookers at Cov Venues),0,
E02001964,53,Outdoor Arts (AFD Bookers at Cov Venues),1,
E02001965,53,Outdoor Arts (AFD Bookers at Cov Venues),0,
E02001966,53,Outdoor Arts (AFD Bookers at Cov Venues),0,
E02001967,53,Outdoor Arts (AFD Bookers at Cov Venues),3,
E02001968,53,Outdoor Arts (AFD Bookers at Cov Venues),1,
E02001969,53,Outdoor Arts (AFD Bookers at Cov Venues),0,
E02001970,53,Outdoor Arts (AFD Bookers at Cov Venues),0,
E02001971,53,Outdoor Arts (AFD Bookers at Cov Venues),1,
E02001972,53,Outdoor Arts (AFD Bookers at Cov Venues),1,
E02001973,53,Outdoor Arts (AFD Bookers at Cov Venues),2,
E02001974,53,Outdoor Arts (AFD Bookers at Cov Venues),6,
E02001975,53,Outdoor Arts (AFD Bookers at Cov Venues),1,
E02001976,53,Outdoor Arts (AFD Bookers at Cov Venues),1,
E02001977,53,Outdoor Arts (AFD Bookers at Cov Venues),1,
E02001978,53,Outdoor Arts (AFD Bookers at Cov Venues),1,
E02001979,53,Outdoor Arts (AFD Bookers at Cov Venues),1,
E02001980,53,Outdoor Arts (AFD Bookers at Cov Venues),1,
E02001981,53,Outdoor Arts (AFD Bookers at Cov Venues),0,
E02001982,53,Outdoor Arts (AFD Bookers at Cov Venues),0,
E02001983,53,Outdoor Arts (AFD Bookers at Cov Venues),4,
E02001984,53,Outdoor Arts (AFD Bookers at Cov Venues),3,
E02001985,53,Outdoor Arts (AFD Bookers at Cov Venues),0,
E02001986,53,Outdoor Arts (AFD Bookers at Cov Venues),2,
E02001987,53,Outdoor Arts (AFD Bookers at Cov Venues),3,
E02001988,53,Outdoor Arts (AFD Bookers at Cov Venues),0,
E02001989,53,Outdoor Arts (AFD Bookers at Cov Venues),1,
E02001990,53,Outdoor Arts (AFD Bookers at Cov Venues),4,
E02001991,53,Outdoor Arts (AFD Bookers at Cov Venues),5,
E02001992,53,Outdoor Arts (AFD Bookers at Cov Venues),1,
E02001993,53,Outdoor Arts (AFD Bookers at Cov Venues),2,
E02001994,53,Outdoor Arts (AFD Bookers at Cov Venues),3,
E02001995,53,Outdoor Arts (AFD Bookers at Cov Venues),1,
E02001996,53,Outdoor Arts (AFD Bookers at Cov Venues),0,
E02001997,53,Outdoor Arts (AFD Bookers at Cov Venues),1,
E02001998,53,Outdoor Arts (AFD Bookers at Cov Venues),1,
E02001999,53,Outdoor Arts (AFD Bookers at Cov Venues),0,
E02006805,53,Outdoor Arts (AFD Bookers at Cov Venues),0,
E02001958,54,Outdoor Arts (AFD-All Bookers),4,
E02001959,54,Outdoor Arts (AFD-All Bookers),3,
E02001961,54,Outdoor Arts (AFD-All Bookers),1,
E02001962,54,Outdoor Arts (AFD-All Bookers),1,
E02001963,54,Outdoor Arts (AFD-All Bookers),3,
E02001964,54,Outdoor Arts (AFD-All Bookers),2,
E02001965,54,Outdoor Arts (AFD-All Bookers),0,
E02001966,54,Outdoor Arts (AFD-All Bookers),0,
E02001967,54,Outdoor Arts (AFD-All Bookers),6,
E02001968,54,Outdoor Arts (AFD-All Bookers),1,
E02001969,54,Outdoor Arts (AFD-All Bookers),1,
E02001970,54,Outdoor Arts (AFD-All Bookers),3,
E02001971,54,Outdoor Arts (AFD-All Bookers),3,
E02001972,54,Outdoor Arts (AFD-All Bookers),2,
E02001973,54,Outdoor Arts (AFD-All Bookers),4,
E02001974,54,Outdoor Arts (AFD-All Bookers),11,
E02001975,54,Outdoor Arts (AFD-All Bookers),4,
E02001976,54,Outdoor Arts (AFD-All Bookers),2,
E02001977,54,Outdoor Arts (AFD-All Bookers),7,
E02001978,54,Outdoor Arts (AFD-All Bookers),2,
E02001979,54,Outdoor Arts (AFD-All Bookers),3,
E02001980,54,Outdoor Arts (AFD-All Bookers),3,
E02001981,54,Outdoor Arts (AFD-All Bookers),2,
E02001982,54,Outdoor Arts (AFD-All Bookers),4,
E02001983,54,Outdoor Arts (AFD-All Bookers),15,
E02001984,54,Outdoor Arts (AFD-All Bookers),8,
E02001985,54,Outdoor Arts (AFD-All Bookers),4,
E02001986,54,Outdoor Arts (AFD-All Bookers),6,
E02001987,54,Outdoor Arts (AFD-All Bookers),8,
E02001988,54,Outdoor Arts (AFD-All Bookers),7,
E02001989,54,Outdoor Arts (AFD-All Bookers),2,
E02001990,54,Outdoor Arts (AFD-All Bookers),7,
E02001991,54,Outdoor Arts (AFD-All Bookers),20,
E02001992,54,Outdoor Arts (AFD-All Bookers),5,
E02001993,54,Outdoor Arts (AFD-All Bookers),11,
E02001994,54,Outdoor Arts (AFD-All Bookers),17,
E02001995,54,Outdoor Arts (AFD-All Bookers),3,
E02001996,54,Outdoor Arts (AFD-All Bookers),1,
E02001997,54,Outdoor Arts (AFD-All Bookers),8,
E02001998,54,Outdoor Arts (AFD-All Bookers),3,
E02001999,54,Outdoor Arts (AFD-All Bookers),5,
E02006805,54,Outdoor Arts (AFD-All Bookers),2,
E02001958,55,Plays/Drama (AFD Bookers at Cov Venues),187,
E02001959,55,Plays/Drama (AFD Bookers at Cov Venues),201,
E02001961,55,Plays/Drama (AFD Bookers at Cov Venues),134,
E02001962,55,Plays/Drama (AFD Bookers at Cov Venues),95,
E02001963,55,Plays/Drama (AFD Bookers at Cov Venues),261,
E02001964,55,Plays/Drama (AFD Bookers at Cov Venues),118,
E02001965,55,Plays/Drama (AFD Bookers at Cov Venues),266,
E02001966,55,Plays/Drama (AFD Bookers at Cov Venues),41,
E02001967,55,Plays/Drama (AFD Bookers at Cov Venues),376,
E02001968,55,Plays/Drama (AFD Bookers at Cov Venues),146,
E02001969,55,Plays/Drama (AFD Bookers at Cov Venues),155,
E02001970,55,Plays/Drama (AFD Bookers at Cov Venues),143,
E02001971,55,Plays/Drama (AFD Bookers at Cov Venues),249,
E02001972,55,Plays/Drama (AFD Bookers at Cov Venues),73,
E02001973,55,Plays/Drama (AFD Bookers at Cov Venues),128,
E02001974,55,Plays/Drama (AFD Bookers at Cov Venues),464,
E02001975,55,Plays/Drama (AFD Bookers at Cov Venues),227,
E02001976,55,Plays/Drama (AFD Bookers at Cov Venues),226,
E02001977,55,Plays/Drama (AFD Bookers at Cov Venues),220,
E02001978,55,Plays/Drama (AFD Bookers at Cov Venues),191,
E02001979,55,Plays/Drama (AFD Bookers at Cov Venues),290,
E02001980,55,Plays/Drama (AFD Bookers at Cov Venues),333,
E02001981,55,Plays/Drama (AFD Bookers at Cov Venues),88,
E02001982,55,Plays/Drama (AFD Bookers at Cov Venues),341,
E02001983,55,Plays/Drama (AFD Bookers at Cov Venues),383,
E02001984,55,Plays/Drama (AFD Bookers at Cov Venues),402,
E02001985,55,Plays/Drama (AFD Bookers at Cov Venues),120,
E02001986,55,Plays/Drama (AFD Bookers at Cov Venues),225,
E02001987,55,Plays/Drama (AFD Bookers at Cov Venues),441,
E02001988,55,Plays/Drama (AFD Bookers at Cov Venues),280,
E02001989,55,Plays/Drama (AFD Bookers at Cov Venues),256,
E02001990,55,Plays/Drama (AFD Bookers at Cov Venues),374,
E02001991,55,Plays/Drama (AFD Bookers at Cov Venues),764,
E02001992,55,Plays/Drama (AFD Bookers at Cov Venues),192,
E02001993,55,Plays/Drama (AFD Bookers at Cov Venues),336,
E02001994,55,Plays/Drama (AFD Bookers at Cov Venues),371,
E02001995,55,Plays/Drama (AFD Bookers at Cov Venues),263,
E02001996,55,Plays/Drama (AFD Bookers at Cov Venues),113,
E02001997,55,Plays/Drama (AFD Bookers at Cov Venues),497,
E02001998,55,Plays/Drama (AFD Bookers at Cov Venues),338,
E02001999,55,Plays/Drama (AFD Bookers at Cov Venues),461,
E02006805,55,Plays/Drama (AFD Bookers at Cov Venues),157,
E02001958,56,Plays/Drama (AFD-All Bookers),247,
E02001959,56,Plays/Drama (AFD-All Bookers),266,
E02001961,56,Plays/Drama (AFD-All Bookers),178,
E02001962,56,Plays/Drama (AFD-All Bookers),115,
E02001963,56,Plays/Drama (AFD-All Bookers),308,
E02001964,56,Plays/Drama (AFD-All Bookers),156,
E02001965,56,Plays/Drama (AFD-All Bookers),344,
E02001966,56,Plays/Drama (AFD-All Bookers),53,
