MSOA,Attribute,Value,%
E02001973,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.00%
E02001974,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.10%
E02001975,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.10%
E02001976,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.10%
E02001977,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.00%
E02001978,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.00%
E02001979,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.00%
E02001980,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.00%
E02001981,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.20%
E02001982,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.00%
E02001984,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.00%
E02001985,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.20%
E02001986,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.10%
E02001987,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.00%
E02001988,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.10%
E02001989,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.00%
E02001990,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.00%
E02001991,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.00%
E02001992,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.00%
E02001993,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.00%
E02001994,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.00%
E02001995,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.10%
E02001996,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.00%
E02001997,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.00%
E02001998,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.00%
E02001999,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.00%
E02006805,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very dissatisfied",,0.10%
E02001958,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.20%
E02001959,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.20%
E02001961,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.10%
E02001962,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.10%
E02001963,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.20%
E02001964,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.20%
E02001965,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.30%
E02001966,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.00%
E02001967,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.30%
E02001968,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.10%
E02001969,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.20%
E02001970,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.10%
E02001971,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.30%
E02001972,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.10%
E02001973,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.10%
E02001974,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.20%
E02001975,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.10%
E02001976,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.30%
E02001977,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.10%
E02001978,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.20%
E02001979,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.40%
E02001980,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.40%
E02001981,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.10%
E02001982,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.20%
E02001983,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.20%
E02001984,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.20%
E02001985,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.20%
E02001986,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.10%
E02001987,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.20%
E02001988,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.10%
E02001989,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.10%
E02001990,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.20%
E02001991,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.40%
E02001992,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.10%
E02001993,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.20%
E02001994,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.20%
E02001995,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.20%
E02001996,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.20%
E02001997,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.40%
E02001998,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.40%
E02001999,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.30%
E02006805,"Q1 - Overall, how satisfied or dissatisfied are you with your local area as a place to live? - Very satisfied",,0.20%
E02001958,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.40%
E02001959,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.50%
E02001961,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.30%
E02001962,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.40%
E02001963,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.40%
E02001964,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.40%
E02001965,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.40%
E02001966,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.50%
E02001967,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.40%
E02001968,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.40%
E02001969,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.40%
E02001970,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.40%
E02001971,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.40%
E02001972,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.40%
E02001973,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.30%
E02001974,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.50%
E02001975,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.30%
E02001976,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.50%
E02001977,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.30%
E02001978,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.50%
E02001979,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.40%
E02001980,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.70%
E02001981,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.30%
E02001982,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.40%
E02001983,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.50%
E02001984,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.30%
E02001985,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.20%
E02001986,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.30%
E02001987,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.60%
E02001988,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.30%
E02001989,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.40%
E02001990,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.60%
E02001991,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.60%
E02001992,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.50%
E02001993,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.40%
E02001994,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.40%
E02001995,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.40%
E02001996,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.30%
E02001997,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.50%
E02001998,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.60%
E02001999,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.50%
E02006805,Q10a - How strongly do you feel you belong to your local area? - Fairly strongly,,0.40%
E02001958,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001959,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.20%
E02001961,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.20%
E02001962,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001963,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.00%
E02001964,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.30%
E02001965,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001966,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.20%
E02001967,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001968,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.00%
E02001969,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001970,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.20%
E02001971,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001972,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.20%
E02001973,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.20%
E02001974,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001975,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001976,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001977,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.20%
E02001978,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001979,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001980,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.00%
E02001981,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.30%
E02001982,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001983,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001984,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001985,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001986,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.20%
E02001987,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001988,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.20%
E02001989,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.20%
E02001990,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001991,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001992,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001993,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.20%
E02001994,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001995,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.20%
E02001996,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001997,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001998,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.00%
E02001999,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02006805,Q10a - How strongly do you feel you belong to your local area? - Not at all strongly,,0.10%
E02001958,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.30%
E02001959,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.20%
E02001961,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.30%
E02001962,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.20%
E02001963,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.50%
E02001964,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.30%
E02001965,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.40%
E02001966,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.30%
E02001967,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.20%
E02001968,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.60%
E02001969,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.30%
E02001970,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.30%
E02001971,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.30%
E02001972,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.30%
E02001973,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.40%
E02001974,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.30%
E02001975,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.50%
E02001976,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.30%
E02001977,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.40%
E02001978,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.40%
E02001979,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.10%
E02001980,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.20%
E02001981,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.30%
E02001982,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.40%
E02001983,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.30%
E02001984,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.40%
E02001985,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.50%
E02001986,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.40%
E02001987,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.30%
E02001988,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.50%
E02001989,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.40%
E02001990,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.30%
E02001991,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.20%
E02001992,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.30%
E02001993,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.30%
E02001994,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.30%
E02001995,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.30%
E02001996,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.50%
E02001997,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.20%
E02001998,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.20%
E02001999,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.40%
E02006805,Q10a - How strongly do you feel you belong to your local area? - Not very strongly,,0.30%
E02001958,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.20%
E02001959,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.20%
E02001961,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001962,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001963,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001964,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001965,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.20%
E02001966,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001967,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.30%
E02001968,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001969,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001970,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001971,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.20%
E02001972,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001973,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001974,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.20%
E02001975,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001976,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001977,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001978,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001979,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.40%
E02001980,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001981,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001982,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001983,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001984,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001985,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.20%
E02001986,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001987,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001988,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001989,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001990,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001991,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.20%
E02001992,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001993,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001994,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.20%
E02001995,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001996,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001997,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.20%
E02001998,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.20%
E02001999,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02006805,Q10a - How strongly do you feel you belong to your local area? - Very strongly,,0.10%
E02001958,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.40%
E02001959,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.40%
E02001961,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.30%
E02001962,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.30%
E02001963,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.40%
E02001964,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.40%
E02001965,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.50%
E02001966,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.50%
E02001967,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.30%
E02001968,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.30%
E02001969,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.40%
E02001970,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.30%
E02001971,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.40%
E02001972,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.50%
E02001973,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.40%
E02001974,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.50%
E02001975,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.40%
E02001976,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.40%
E02001977,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.40%
E02001978,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.50%
E02001979,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.50%
E02001980,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.40%
E02001981,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.50%
E02001982,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.40%
E02001983,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.40%
E02001984,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.30%
E02001985,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.30%
E02001986,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.30%
E02001987,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.50%
E02001988,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.40%
E02001989,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.40%
E02001990,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.40%
E02001991,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.40%
E02001992,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.40%
E02001993,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.30%
E02001994,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.30%
E02001995,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.50%
E02001996,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.30%
E02001997,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.50%
E02001998,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.30%
E02001999,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.20%
E02006805,Q10b - How strongly do you feel you belong to Coventry? - Fairly strongly,,0.30%
E02001958,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001959,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.20%
E02001961,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001962,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.20%
E02001963,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001964,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001965,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001966,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001967,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001968,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001969,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.20%
E02001970,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.20%
E02001971,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001972,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001973,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.20%
E02001974,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001975,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001976,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001977,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001978,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001979,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001980,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001981,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.20%
E02001982,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.20%
E02001983,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001984,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.20%
E02001985,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001986,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.20%
E02001987,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001988,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001989,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001990,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.20%
E02001991,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.20%
E02001992,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.20%
E02001993,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.20%
E02001994,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001995,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.20%
E02001996,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001997,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.20%
E02001998,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.10%
E02001999,Q10b - How strongly do you feel you belong to Coventry? - Not at all strongly,,0.30%
