Address,Postcode,Type,Status,Source,lat,long,Description
ADVERTISING RIGHT SITE ID 127924 ADJACENT POOL MEADOW BUS STATION FAIRFAX STREET,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING SITE LEICESTER CAUSEWAY,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING RIGHT CORNER 417 STONEY STANTON ROAD,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING RIGHT 1741  ESSO SERVICE STATION BIRMINGHAM ROAD,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING SITE ON PUBLIC PHONE BOX ADJACENT 418 FOLESHILL ROAD,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
ATM AT UNIT 3  WARWICKSHIRE SHOPPING PARK KYNNER WAY,,Commercial - Retail - Automated Teller Machines (ATMs),,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARKING SPACES 3  VILLIERS COURT COPSE DRIVE,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
JACKET POTATO VAN CAR PARK AT TESCO  ARENA RETAIL PARK CLASSIC DRIVE,,Commercial - Retail - Fast food outlets / takeaways (hot and cold),,LLPG-BLPU-20200709,#N/A,#N/A,
3 PARKING SPACES BASEMENT  ONE FRIARGATE,,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING SITE CLEAR CHANNEL 87-89 RADFORD ROAD,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
ATM SITE 721A  SOUTHBOUND SERVICE STATION LONDON ROAD,,Commercial - Retail - Automated Teller Machines (ATMs),,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING RIGHT  CANNON PARK CENTRE LYNCHGATE ROAD,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
ATM SITE AT TESCO SUPERMARKET  CANNON PARK CENTRE LYNCHGATE ROAD,,Commercial - Retail - Automated Teller Machines (ATMs),,LLPG-BLPU-20200709,#N/A,#N/A,
ATM SITE 38-40 PRIOR DERAM WALK,,Commercial - Retail - Automated Teller Machines (ATMs),,LLPG-BLPU-20200709,#N/A,#N/A,
ATM SITE 185-187 CHEVERAL AVENUE,,Commercial - Retail - Automated Teller Machines (ATMs),,LLPG-BLPU-20200709,#N/A,#N/A,
ATM SITE 312 FOLESHILL ROAD,,Commercial - Retail - Automated Teller Machines (ATMs),,LLPG-BLPU-20200709,#N/A,#N/A,
ATM SITE 15-17 RINGWOOD HIGHWAY,,Commercial - Retail - Automated Teller Machines (ATMs),,LLPG-BLPU-20200709,#N/A,#N/A,
ATM SITE 719  TILE HILL SERVICE STATION TILE HILL LANE,,Commercial - Retail - Automated Teller Machines (ATMs),,LLPG-BLPU-20200709,#N/A,#N/A,
ATM SITE AT UNIT 1 113  THE PARADE WHEELWRIGHT LANE,,Commercial - Retail - Automated Teller Machines (ATMs),,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING SITE ON PHONE BOX ADJACENT 132 RED LANE,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
ATM SITE  COSTCUTTERS HENLEY ROAD,,Commercial - Retail - Automated Teller Machines (ATMs),,LLPG-BLPU-20200709,#N/A,#N/A,
ATM SITE  TEXACO BLACK PRINCE AVENUE,,Commercial - Retail - Automated Teller Machines (ATMs),,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING RIGHT ON PHONE BOX OUTSIDE 485 BEAKE AVENUE,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
ATM SITE  THE HEART OF ENGLAND COOPERATIVE SOCIETY ALFALL ROAD,,Commercial - Retail - Automated Teller Machines (ATMs),,LLPG-BLPU-20200709,#N/A,#N/A,
ATM 260 HIPSWELL HIGHWAY,,Commercial - Retail - Automated Teller Machines (ATMs),,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARKING SPACES  RYEHILL SERVICE STATION DUNCHURCH HIGHWAY,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
GARAGE REAR OF 505 WALSGRAVE ROAD,,Commercial - Industrial - Warehouse / Store / Storage Depot,,LLPG-BLPU-20200709,#N/A,#N/A,
AD RIGHT ON BUS STOP OPP 114 JARDINE CRESCENT,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
AD RIGHT ON BUS STOP ADJ LIBRARY JARDINE CRESCENT,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
AD RIGHT 653701 ADJ KENPAS HIGHWAY GREEN LANE,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
AD RIGHTS 1007 01 & 02 ADJ 128 HOLYHEAD ROAD,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
AD RIGHT BUS SHELTER 711748 ADJ 202 LONGFELLOW ROAD,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
AD RIGHT ON BUS STOP ADJ 84 BAGINTON ROAD,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
DIGITAL ADVERTISING RIGHT ADJACENT ASDA LONDON ROAD,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
STORE 2 REAR OF UNIT 2  SIGMA HOUSE BURNSALL ROAD,,Commercial - Industrial - Warehouse / Store / Storage Depot,,LLPG-BLPU-20200709,#N/A,#N/A,
ATM 2A KERESLEY GREEN ROAD,,Commercial - Retail - Automated Teller Machines (ATMs),,LLPG-BLPU-20200709,#N/A,#N/A,
ATM 11 RINGWOOD HIGHWAY,,Commercial - Retail - Automated Teller Machines (ATMs),,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING RIGHT 48 HENLEY ROAD,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING RIGHT 1042 NEW UNION STREET,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING RIGHT SITE NO 3  TESCO SUPERMARKET CLIFFORD BRIDGE ROAD,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING RIGHT 8 ALBERT STREET,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
STORE AND MESS ROOM FOLESHILL CEMETERY WINDMILL ROAD,,Commercial - Community Services - Cemetery / Crematorium / Graveyard. In Current Use,,LLPG-BLPU-20200709,#N/A,#N/A,
PLAYING FIELDS  ST ANDREWS CHURCH OF ENGLAND INFANT SCHOOL CHURCH LANE,,Commercial - Education - Primary,,LLPG-BLPU-20200709,#N/A,#N/A,
SWIMMING POOL BLOCK SHERBOURNE FIELDS SCHOOL ROWINGTON CLOSE,,Commercial - Education - Primary,,LLPG-BLPU-20200709,#N/A,#N/A,
CHILDRENS CENTRE ST AUGUSTINES CATHOLIC PRIMARY SCHOOL HEATHCOTE STREET,,Commercial - Education - Primary,,LLPG-BLPU-20200709,#N/A,#N/A,
SPRINKLER BUILDING MOSELEY PRIMARY SCHOOL MOSELEY AVENUE,,Commercial - Education - Primary,,LLPG-BLPU-20200709,#N/A,#N/A,
THE KEY BLOCK FREDERICK BIRD PRIMARY SCHOOL SWAN LANE,,Commercial - Education - Primary,,LLPG-BLPU-20200709,#N/A,#N/A,
RECEPTION CLASSROOM FREDERICK BIRD PRIMARY SCHOOL SWAN LANE,,Commercial - Education - Primary,,LLPG-BLPU-20200709,#N/A,#N/A,
PERFORMING ARTS BLOCK BLUE COAT CHURCH OF ENGLAND SCHOOL TERRY ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
LIBRARY AND RESOURCES BLOCK BLUE COAT CHURCH OF ENGLAND SCHOOL TERRY ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
TEMPORARY CLASSROOM PE TILE HILL WOOD SCHOOL AND LANGUAGE COLLEGE NUTBROOK AVENUE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
TEMPORARY CLASSROOM MATHS TILE HILL WOOD SCHOOL AND LANGUAGE COLLEGE NUTBROOK AVENUE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
SERVICES WORKSHOP STOKE PARK SCHOOL AND COMMUNITY COLLEGE DANE ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
TEMPORARY HUT A STOKE PARK SCHOOL AND COMMUNITY COLLEGE DANE ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
SIXTH FORM BLOCK STOKE PARK SCHOOL AND COMMUNITY COLLEGE DANE ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
YOUTH CENTRE STOKE PARK SCHOOL AND COMMUNITY COLLEGE DANE ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
MINIBUS GARAGE STOKE PARK SCHOOL AND COMMUNITY COLLEGE DANE ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
GARAGE AND WORKSHOPS PRESIDENT KENNEDY SCHOOL AND COMMUNITY COLLEGE ROOKERY LANE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
TEMPORARY CLASSROOM 10 (LANGUAGE) BARRS HILL SCHOOL AND COMMUNITY COLLEGE RADFORD ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
MINIBUS GARAGE BARRS HILL SCHOOL AND COMMUNITY COLLEGE RADFORD ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK NEXT TO 9 PARK ROAD,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK REAR OF 2 THE QUADRANT,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
EXTENDED LEARNING CENTRE BATH STREET,,Commercial - Education - Colleges,,LLPG-BLPU-20200709,#N/A,#N/A,
BLOCK A 259 WHITLEY DEPOT LONDON ROAD,,Commercial - Industrial - Recycling Plant,,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING RIGHT ON 232 FOLESHILL ROAD,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING RIGHT ON 801 FOLESHILL ROAD,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING RIGHT NO 2377 160 EARLSDON AVENUE NORTH,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING RIGHT 0602 0219 OUTSIDE BELGRADE THEATRE CORPORATION STREET,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING RIGHT 0602 0217 OUTSIDE 44 CORPORATION STREET,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING RIGHT TOWN CRIER CORPORATION STREET,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING RIGHT 4 CALUDON ROAD,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING RIGHT 23 PAYNES LANE,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK AT MEETING HOUSE HILL STREET,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING RIGHT CORNER OF HOLYHEAD ROAD AND BEAUMONT CRESCENT BEAUMONT CRESCENT,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING HOARDING ON 97 HOLYHEAD ROAD,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
MARINA AT CANAL ARM OLD MAIN PIT CANAL LENTONS LANE,,Commercial - Transport - Marina,,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING RIGHT 320 STONEY STANTON ROAD,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING RIGHT ON 54 SPON END,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK REAR OF 31 TO 33 EARLSDON STREET,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK ADJACENT ST MARYS CHURCH RAGLAN STREET,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
STORE GILBERT RICHARDS CENTRE BROADWAY,,Commercial - Retail - Shop / Showroom,,LLPG-BLPU-20200709,#N/A,#N/A,
BLOCK 3 TO 5 PRIORY ROW,,Commercial - Offices - Offices and work studios,,LLPG-BLPU-20200709,#N/A,#N/A,
ADVERTISING RIGHT 602 0114 OUTSIDE 14 TO 18 CORPORATION STREET,,Commercial - Information - Advertising Hoardings,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK REAR OF 10 PARK ROAD,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK 14 KIRBY CORNER ROAD,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK 17 KIRBY CORNER ROAD,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK 13 KIRBY CORNER ROAD,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK 12 KIRBY CORNER ROAD,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
COVENTRY ATHLETICS TRACK KIRBY CORNER ROAD,CV4 7AL,Commercial - Leisure - Indoor / Outdoor Leisure / Sporting Activity/ Centre,Manually Updated,LLPG-BLPU-20200709,52.38581,-1.564814,
PAVILION HAWKES MILL SPORTS GROUND HAWKES MILL LANE,CV5 9FN,Commercial - Leisure - Indoor / Outdoor Leisure / Sporting Activity/ Centre,Manually Updated,LLPG-BLPU-20200709,52.442402,-1.557804,
CAR PARK 16 KIRBY CORNER ROAD,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK 15 UNIVERSITY ROAD,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK 11 LORD BHATTACHARYYA WAY,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK 9 LORD BHATTACHARYYA WAY,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK 10 LORD BHATTACHARYYA WAY,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK 10A LORD BHATTACHARYYA WAY,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK 10B LORD BHATTACHARYYA WAY,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK 8 UNIVERSITY ROAD,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK 8A UNIVERSITY ROAD,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
TEMPORARY CLASSROOM BAGINTON FIELDS SCHOOL SEDGEMOOR ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
ATC BUILDING BISHOP ULLATHORNE CATHOLIC SCHOOL LEASOWES AVENUE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
KITCHEN DINING AND DANCE BLOCK BISHOP ULLATHORNE CATHOLIC SCHOOL LEASOWES AVENUE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK 4A UNIVERSITY ROAD,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK 4 UNIVERSITY ROAD,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK 6 HEALTH CENTRE ROAD,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK 5 GIBBET HILL ROAD,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
CAR PARK 2 GIBBET HILL ROAD,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
GIBBET HILL SITE MULTISTOREY CAR PARK UNIVERSITY OF WARWICK GIBBET HILL ROAD,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
GIBBET HILL SITE CAR PARK 1A UNIVERSITY OF WARWICK GIBBET HILL ROAD,,Commercial - Transport - Car Parking / Park And Ride Site,,LLPG-BLPU-20200709,#N/A,#N/A,
TEMPORARY HUT BARRS HILL SCHOOL AND COMMUNITY COLLEGE RADFORD ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
BLOCKS D AND J CARDINAL WISEMAN CATHOLIC SCHOOL POTTERS GREEN ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
PERFORMING ARTS BLOCK COUNDON COURT SCHOOL AND COMMUNITY COLLEGE NORTH BROOK ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
SIXTH FORM BLOCK COUNDON COURT SCHOOL AND COMMUNITY COLLEGE NORTH BROOK ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
MAIN BUILDING CALUDON CASTLE BUSINESS ENTERPRISE SCHOOL AXHOLME ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
MARA HOUSE TWO WHITLEY ACADEMY ABBEY ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
MARA HOUSE ONE WHITLEY ACADEMY ABBEY ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
FORMER BLOCK G LYNG HALL SPECIALIST SPORTS COLLEGE AND COMMUNITY SCHOOL BLACKBERRY LANE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
MAIN SCHOOL BUILDING WHITLEY ACADEMY ABBEY ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
MAIN SCHOOL BUILDING LYNG HALL SPECIALIST SPORTS COLLEGE AND COMMUNITY SCHOOL BLACKBERRY LANE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
HUT 1 BARRS HILL SCHOOL AND COMMUNITY COLLEGE RADFORD ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
HUT 2 BARRS HILL SCHOOL AND COMMUNITY COLLEGE RADFORD ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
HOUSE BLOCK 5 WOODLANDS ACADEMY BROAD LANE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
COURT BLOCK TILE HILL WOOD SCHOOL AND LANGUAGE COLLEGE NUTBROOK AVENUE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
GATE BLOCK 2 TILE HILL WOOD SCHOOL AND LANGUAGE COLLEGE NUTBROOK AVENUE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
GATE BLOCK 1 TILE HILL WOOD SCHOOL AND LANGUAGE COLLEGE NUTBROOK AVENUE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
MATHS BLOCK TILE HILL WOOD SCHOOL AND LANGUAGE COLLEGE NUTBROOK AVENUE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
FOUR STOREY BLOCK TILE HILL WOOD SCHOOL AND LANGUAGE COLLEGE NUTBROOK AVENUE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
STAFF BLOCK TILE HILL WOOD SCHOOL AND LANGUAGE COLLEGE NUTBROOK AVENUE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
SPORTS HALL AND POOL TILE HILL WOOD SCHOOL AND LANGUAGE COLLEGE NUTBROOK AVENUE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
MUSIC BLOCK TILE HILL WOOD SCHOOL AND LANGUAGE COLLEGE NUTBROOK AVENUE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
DA VINCI BLOCK WOODLANDS ACADEMY BROAD LANE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
GARAGE PRESIDENT KENNEDY SCHOOL AND COMMUNITY COLLEGE ROOKERY LANE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
SCIENCE AND LIGHT CRAFT BLOCK C PRESIDENT KENNEDY SCHOOL AND COMMUNITY COLLEGE ROOKERY LANE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
HOUSE BLOCK 1 PRESIDENT KENNEDY SCHOOL AND COMMUNITY COLLEGE ROOKERY LANE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
HOUSE BLOCK 2 PRESIDENT KENNEDY SCHOOL AND COMMUNITY COLLEGE ROOKERY LANE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
HOUSE BLOCK 3 PRESIDENT KENNEDY SCHOOL AND COMMUNITY COLLEGE ROOKERY LANE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
HOUSE BLOCK 4 PRESIDENT KENNEDY SCHOOL AND COMMUNITY COLLEGE ROOKERY LANE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
HOUSE BLOCK 5 PRESIDENT KENNEDY SCHOOL AND COMMUNITY COLLEGE ROOKERY LANE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
GYM AND SPORTS BLOCK B PRESIDENT KENNEDY SCHOOL AND COMMUNITY COLLEGE ROOKERY LANE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
CRAFT BLOCK PRESIDENT KENNEDY SCHOOL AND COMMUNITY COLLEGE ROOKERY LANE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
CENTRAL BLOCK ERNESFORD GRANGE SCHOOL AND COMMUNITY COLLEGE PRINCETHORPE WAY,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
WEST BLOCK ERNESFORD GRANGE SCHOOL AND COMMUNITY COLLEGE PRINCETHORPE WAY,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
EAST BLOCK ERNESFORD GRANGE SCHOOL AND COMMUNITY COLLEGE PRINCETHORPE WAY,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
CHANGING ROOMS COUNDON COURT SCHOOL AND COMMUNITY COLLEGE NORTH BROOK ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
BOILERHOUSE COUNDON COURT SCHOOL AND COMMUNITY COLLEGE NORTH BROOK ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
SOUTH BLOCK COUNDON COURT SCHOOL AND COMMUNITY COLLEGE NORTH BROOK ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
NORTH BLOCK COUNDON COURT SCHOOL AND COMMUNITY COLLEGE NORTH BROOK ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
OLD HOUSE COUNDON COURT SCHOOL AND COMMUNITY COLLEGE NORTH BROOK ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
SWIMMING POOL AND GYM COUNDON COURT SCHOOL AND COMMUNITY COLLEGE NORTH BROOK ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
MUSIC BLOCK COUNDON COURT SCHOOL AND COMMUNITY COLLEGE NORTH BROOK ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
BLOCK K CARDINAL WISEMAN CATHOLIC SCHOOL POTTERS GREEN ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
BLOCK C CARDINAL WISEMAN CATHOLIC SCHOOL POTTERS GREEN ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
BLOCK L CARDINAL WISEMAN CATHOLIC SCHOOL POTTERS GREEN ROAD,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
ANSLEM BLOCK CARDINAL NEWMAN CATHOLIC SCHOOL AND COMMUNITY COLLEGE SANDPITS LANE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
POOL GYM AND SPORTS BLOCK CARDINAL NEWMAN CATHOLIC SCHOOL AND COMMUNITY COLLEGE SANDPITS LANE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
BOSCO BLOCK CARDINAL NEWMAN CATHOLIC SCHOOL AND COMMUNITY COLLEGE SANDPITS LANE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
ORIEL BLOCK CARDINAL NEWMAN CATHOLIC SCHOOL AND COMMUNITY COLLEGE SANDPITS LANE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
DA VINCI BLOCK CARDINAL NEWMAN CATHOLIC SCHOOL AND COMMUNITY COLLEGE SANDPITS LANE,,Commercial - Education - Secondary School,,LLPG-BLPU-20200709,#N/A,#N/A,
RUINED CATHEDRAL  COVENTRY CATHEDRAL CHURCH OF ST MICHAEL PRIORY STREET,CV1 5FB,Object of Interest - Monument - Castles and historic ruins,Manually Updated,LLPG-BLPU-20200709,52.405314,-1.500063,
WHITLEY SOUTH DEVELOPMENT SCIMITAR WAY,,Land - Development - Development Site,,LLPG-BLPU-20200709,#N/A,#N/A,
CANLEY REGENERATION DEVELOPMENT SITE CHARTER AVENUE,,Land - Development - Development Site,,LLPG-BLPU-20200709,#N/A,#N/A,
FORMER LITTLE HEATH WORKS DEVELOPMENT SITE OLD CHURCH ROAD,,Land - Development - Development Site,,LLPG-BLPU-20200709,#N/A,#N/A,
HALL YARD WOOD FIVEFIELD ROAD,CV7 8JE,Land - Forestry - Woodlands,Manually Updated,LLPG-BLPU-20200709,52.45269,-1.534902,
